time,id
1720367575.760115000,2784
1720367575.760116000,2785
1720367575.776076000,2787
1720367575.776077000,2788
1720367575.795944000,2790
1720367575.796457000,2791
1720367575.811394000,2794
1720367575.826569000,2796
1720367575.826570000,2797
1720367575.841015000,2799
1720367575.841016000,2800
1720367575.855413000,2802
1720367575.855414000,2803
1720367575.871869000,2805
1720367575.871870000,2806
1720367575.871872000,2808
1720367575.871873000,2810
1720367575.871958000,2812
1720367575.871959000,2815
1720367575.873050000,2817
1720367575.873051000,2818
1720367575.873118000,2822
1720367575.873149000,2826
1720367575.873193000,2830
1720367575.874335000,2832
1720367575.874337000,2834
1720367575.874387000,2838
1720367575.874452000,2843
1720367575.874493000,2847
1720367575.876183000,2849
1720367575.876185000,2851
1720367575.876229000,2855
1720367575.876297000,2860
1720367575.887379000,2864
1720367575.887379000,2865
1720367575.902759000,2867
1720367575.902760000,2868
1720367575.917598000,2870
1720367575.917599000,2871
1720367575.936299000,2873
1720367575.936301000,2874
1720367575.952163000,2876
1720367575.952165000,2877
1720367575.966981000,2879
1720367575.966982000,2880
1720367575.981226000,2882
1720367575.981228000,2883
1720367576.006419000,2885
1720367576.006421000,2886
1720367576.021256000,2888
1720367576.021258000,2889
1720367576.042658000,2891
1720367576.042659000,2892
1720367576.062670000,2894
1720367576.062672000,2895
1720367576.085003000,2897
1720367576.085005000,2898
1720367576.085008000,2900
1720367576.085011000,2904
1720367576.085112000,2909
1720367576.087351000,2911
1720367576.087405000,2913
1720367576.087465000,2921
1720367576.087549000,2928
1720367576.089834000,2931
1720367576.089868000,2933
1720367576.090504000,2941
1720367576.090591000,2949
1720367576.092859000,2952
1720367576.092910000,2954
1720367576.101843000,2956
1720367576.101844000,2957
1720367576.124134000,2958
1720367576.124135000,2959
1720367576.145859000,2960
1720367576.145860000,2961
1720367576.162132000,2962
1720367576.162134000,2963
1720367576.179298000,2964
1720367576.179299000,2965
1720367576.195938000,2966
1720367576.195939000,2967
1720367576.212527000,2968
1720367576.212528000,2969
1720367576.228997000,2970
1720367576.228999000,2971
1720367576.244427000,2972
1720367576.244427000,2973
1720367576.260328000,2974
1720367576.260329000,2975
1720367576.276803000,2976
1720367576.276804000,2977
1720367576.295357000,2978
1720367576.295359000,2979
1720367576.295359000,2980
1720367576.295426000,2982
1720367576.295427000,2984
1720367576.295447000,2986
1720367576.295462000,2987
1720367576.295472000,2989
1720367576.295501000,2991
1720367576.295518000,2993
1720367576.298880000,2995
1720367576.298881000,2997
1720367576.298911000,2999
1720367576.298912000,3001
1720367576.298957000,3004
1720367576.299011000,3007
1720367576.299045000,3010
1720367576.299619000,3013
1720367576.299646000,3016
1720367576.302416000,3018
1720367576.302975000,3020
1720367576.303024000,3024
1720367576.303082000,3029
1720367576.303692000,3034
1720367576.313044000,3037
1720367576.313045000,3038
1720367576.329071000,3039
1720367576.329596000,3040
1720367576.345155000,3041
1720367576.345156000,3042
1720367576.360680000,3043
1720367576.360681000,3044
1720367576.375616000,3045
1720367576.375617000,3046
1720367576.390535000,3047
1720367576.390536000,3048
1720367576.404956000,3049
1720367576.404957000,3050
1720367576.419397000,3051
1720367576.419398000,3052
1720367576.434967000,3053
1720367576.434968000,3054
1720367576.450501000,3055
1720367576.450502000,3056
1720367576.464941000,3057
1720367576.464942000,3058
1720367576.482159000,3059
1720367576.482161000,3060
1720367576.482163000,3061
1720367576.482164000,3063
1720367576.482757000,3065
1720367576.482792000,3067
1720367576.482812000,3069
1720367576.482834000,3071
1720367576.482872000,3073
1720367576.482924000,3075
1720367576.482926000,3077
1720367576.482958000,3079
1720367576.486345000,3081
