time,id
1720211099.349104000,2307
1720211099.349182000,2308
1720211099.368110000,2309
1720211099.368207000,2310
1720211099.387420000,2311
1720211099.387526000,2312
1720211099.404920000,2313
1720211099.405026000,2314
1720211099.419515000,2315
1720211099.419589000,2316
1720211099.433767000,2317
1720211099.433839000,2318
1720211099.448701000,2319
1720211099.448775000,2320
1720211099.463403000,2321
1720211099.463481000,2322
1720211099.480599000,2323
1720211099.480635000,2324
1720211099.480679000,2325
1720211099.480715000,2327
1720211099.480805000,2329
1720211099.481186000,2330
1720211099.481197000,2332
1720211099.481241000,2334
1720211099.481257000,2336
1720211099.481282000,2338
1720211099.481290000,2340
1720211099.481329000,2342
1720211099.481341000,2344
1720211099.481357000,2346
1720211099.481375000,2348
1720211099.481469000,2350
1720211099.481477000,2352
1720211099.481622000,2354
1720211099.495201000,2359
1720211099.495302000,2360
1720211099.509161000,2361
1720211099.509277000,2362
1720211099.523528000,2363
1720211099.523629000,2364
1720211099.537538000,2365
1720211099.537637000,2366
1720211099.551410000,2367
1720211099.551502000,2368
1720211099.565674000,2369
1720211099.565773000,2370
1720211099.579518000,2371
1720211099.579595000,2372
1720211099.604228000,2373
1720211099.604338000,2374
1720211099.618521000,2375
1720211099.618616000,2376
1720211099.632568000,2377
1720211099.632642000,2378
1720211099.646826000,2379
1720211099.646894000,2380
1720211099.672175000,2381
1720211099.672212000,2382
1720211099.672237000,2384
1720211099.672284000,2388
1720211099.672394000,2394
1720211099.672438000,2401
1720211099.672470000,2406
1720211099.672508000,2411
1720211099.672544000,2415
1720211099.687112000,2417
1720211099.687184000,2418
1720211099.701344000,2419
1720211099.701422000,2420
1720211099.720639000,2421
1720211099.720714000,2422
1720211099.739780000,2423
1720211099.739835000,2424
1720211099.753745000,2425
1720211099.753816000,2426
1720211099.767576000,2427
1720211099.782100000,2428
1720211099.782164000,2429
1720211099.795893000,2430
1720211099.819823000,2431
1720211099.833741000,2432
1720211099.847428000,2433
1720211099.872380000,2434
1720211099.872422000,2435
1720211099.872442000,2437
1720211099.872466000,2438
1720211099.872491000,2440
1720211099.872522000,2442
1720211099.872553000,2444
1720211099.872589000,2447
1720211099.872620000,2451
1720211099.872652000,2454
1720211099.872693000,2456
1720211099.872727000,2459
1720211099.872756000,2461
1720211099.872789000,2464
1720211099.872816000,2466
1720211099.888711000,2469
1720211099.902640000,2470
1720211099.916485000,2471
1720211099.930480000,2472
1720211099.954468000,2473
1720211099.968228000,2474
1720211100.011564000,2475
1720211100.011632000,2476
1720211100.020296000,2477
1720211100.034265000,2478
1720211100.048328000,2479
1720211100.062760000,2480
1720211100.062798000,2481
1720211100.062826000,2483
1720211100.062870000,2487
1720211100.062906000,2492
1720211100.062941000,2495
1720211100.065530000,2496
1720211100.065556000,2497
1720211100.065746000,2499
1720211100.065781000,2500
1720211100.065820000,2502
1720211100.065861000,2505
1720211100.065896000,2509
1720211100.065935000,2513
1720211100.065991000,2514
1720211100.066025000,2515
1720211100.086885000,2516
1720211100.100910000,2517
1720211100.114980000,2518
1720211100.128934000,2519
1720211100.152968000,2520
1720211100.166954000,2521
1720211100.180878000,2522
1720211100.204764000,2523
1720211100.218883000,2524
1720211100.232858000,2525
1720211100.246699000,2526
1720211100.271281000,2527
1720211100.271320000,2528
1720211100.271360000,2530
1720211100.271409000,2534
1720211100.271466000,2539
1720211100.271503000,2544
1720211100.271533000,2549
1720211100.271560000,2551
1720211100.271590000,2554
1720211100.271609000,2555
1720211100.271636000,2557
1720211100.271665000,2558
1720211100.271695000,2560
1720211100.285700000,2562
1720211100.300126000,2563
1720211100.314138000,2564
1720211100.338426000,2565
1720211100.352248000,2566
1720211100.395472000,2567
1720211100.395535000,2568
1720211100.404575000,2569
1720211100.418928000,2570
1720211100.432755000,2571
1720211100.446465000,2572
1720211100.471206000,2573
1720211100.471269000,2574
1720211100.471306000,2576
1720211100.471346000,2579
1720211100.471369000,2582
1720211100.471397000,2583
1720211100.471423000,2585
1720211100.471455000,2588
1720211100.471480000,2590
1720211100.471510000,2593
1720211100.471538000,2595
1720211100.471561000,2596
1720211100.471588000,2598
1720211100.471623000,2600
1720211100.471668000,2603
1720211100.471696000,2604
1720211100.471725000,2606
1720211100.471756000,2607
1720211100.485537000,2608
1720211100.499480000,2609
1720211100.513161000,2610
1720211100.537618000,2611
1720211100.579481000,2612
1720211100.579509000,2613
1720211100.579558000,2614
1720211100.603108000,2615
1720211100.603184000,2616
1720211100.617016000,2617
1720211100.617084000,2618
1720211100.631498000,2619
1720211100.631579000,2620
1720211100.645635000,2621
1720211100.645718000,2622
1720211100.671198000,2623
1720211100.671235000,2624
1720211100.671283000,2626
1720211100.671312000,2629
1720211100.671349000,2633
1720211100.671380000,2636
1720211100.671408000,2640
1720211100.671436000,2643
1720211100.671460000,2646
1720211100.671492000,2650
1720211100.671520000,2654
1720211100.671568000,2657
1720211100.685564000,2658
1720211100.685665000,2659
1720211100.699551000,2660
1720211100.699649000,2661
1720211100.713544000,2662
1720211100.713623000,2663
1720211100.737619000,2664
1720211100.737706000,2665
1720211100.751728000,2666
1720211100.751793000,2667
1720211100.765794000,2668
1720211100.765867000,2669
1720211100.779868000,2670
1720211100.779936000,2671
1720211100.804081000,2672
1720211100.804146000,2673
1720211100.818118000,2674
1720211100.818193000,2675
1720211100.832525000,2676
1720211100.832601000,2677
1720211100.846607000,2678
1720211100.846689000,2679
1720211100.879428000,2680
1720211100.879461000,2681
1720211100.879499000,2683
1720211100.879546000,2687
1720211100.879589000,2690
1720211100.879772000,2693
1720211100.879802000,2694
1720211100.879833000,2696
1720211100.879880000,2699
1720211100.879922000,2703
1720211100.879956000,2706
1720211100.879996000,2710
1720211100.880023000,2711
1720211100.880056000,2713
1720211100.880092000,2715
1720211100.895729000,2716
1720211100.895763000,2717
1720211100.895792000,2719
1720211100.895834000,2723
1720211100.912294000,2724
1720211100.912328000,2725
1720211100.912355000,2727
1720211100.912397000,2731
1720211100.928011000,2734
1720211100.928047000,2735
1720211100.928075000,2737
1720211100.928120000,2741
1720211100.928156000,2745
1720211100.945865000,2746
1720211100.945909000,2747
1720211100.945938000,2749
1720211100.945971000,2753
1720211100.946008000,2758
1720211100.965291000,2759
1720211100.965330000,2760
1720211100.965358000,2762
1720211100.965414000,2766
1720211100.965456000,2769
1720211100.983430000,2772
1720211100.983463000,2773
1720211100.983487000,2775
1720211100.983538000,2779
1720211101.002425000,2785
1720211101.002461000,2786
1720211101.002488000,2788
1720211101.002526000,2792
1720211101.002546000,2795
1720211101.002579000,2796
1720211101.021194000,2798
1720211101.021244000,2799
1720211101.021273000,2801
1720211101.021305000,2805
1720211101.021350000,2810
1720211101.040546000,2811
1720211101.040594000,2812
1720211101.040632000,2814
1720211101.040696000,2818
1720211101.040744000,2823
1720211101.060295000,2824
1720211101.060334000,2825
1720211101.060373000,2827
1720211101.060401000,2828
1720211101.060428000,2830
1720211101.060461000,2833
1720211101.060490000,2835
1720211101.084882000,2838
1720211101.084919000,2839
1720211101.084958000,2841
1720211101.105945000,2844
1720211101.105980000,2845
1720211101.106008000,2847
1720211101.106054000,2851
1720211101.106102000,2858
1720211101.106144000,2865
1720211101.106188000,2871
1720211101.131444000,2875
1720211101.131489000,2876
1720211101.131524000,2878
1720211101.131555000,2879
1720211101.131582000,2881
1720211101.131605000,2882
1720211101.131632000,2884
1720211101.131674000,2885
1720211101.153217000,2886
1720211101.153252000,2887
1720211101.153280000,2889
1720211101.153316000,2893
1720211101.168139000,2898
1720211101.168174000,2899
1720211101.168202000,2901
1720211101.168235000,2905
1720211101.183637000,2910
1720211101.183681000,2911
1720211101.183714000,2913
1720211101.183744000,2916
1720211101.183781000,2920
1720211101.199578000,2922
1720211101.199611000,2923
1720211101.199638000,2925
1720211101.199686000,2929
1720211101.199732000,2934
1720211101.215616000,2935
1720211101.215679000,2936
1720211101.215721000,2938
1720211101.215764000,2941
1720211101.215810000,2945
1720211101.231492000,2947
1720211101.231558000,2948
1720211101.231600000,2950
1720211101.231645000,2953
1720211101.231697000,2957
1720211101.247451000,2959
1720211101.247500000,2960
1720211101.247544000,2962
1720211101.247596000,2966
1720211101.247640000,2970
1720211101.265350000,2972
1720211101.265392000,2973
1720211101.265434000,2975
1720211101.265466000,2978
1720211101.265506000,2982
1720211101.284080000,2985
1720211101.284127000,2986
1720211101.284157000,2988
1720211101.284185000,2990
1720211101.284214000,2993
1720211101.284239000,2997
1720211101.299485000,2998
1720211101.299520000,2999
1720211101.299547000,3001
1720211101.299579000,3005
1720211101.299608000,3007
1720211101.317665000,3010
1720211101.317713000,3011
1720211101.317742000,3013
1720211101.317777000,3017
1720211101.317807000,3019
1720211101.317836000,3022
1720211101.317870000,3026
1720211101.317913000,3031
1720211101.333673000,3034
1720211101.333712000,3035
1720211101.333759000,3037
1720211101.348528000,3041
1720211101.348563000,3042
1720211101.348590000,3044
1720211101.348628000,3048
1720211101.363591000,3052
1720211101.363636000,3053
1720211101.363685000,3055
1720211101.363737000,3059
1720211101.391273000,3063
1720211101.391311000,3064
1720211101.391339000,3066
1720211101.391370000,3070
1720211101.391394000,3071
1720211101.391420000,3073
1720211101.407513000,3076
1720211101.407557000,3077
1720211101.407594000,3079
1720211101.407627000,3083
1720211101.434040000,3088
1720211101.434077000,3089
1720211101.434107000,3091
1720211101.434139000,3095
1720211101.434169000,3099
1720211101.460387000,3100
1720211101.460422000,3101
1720211101.460450000,3103
1720211101.460490000,3107
1720211101.460526000,3111
1720211101.476194000,3112
1720211101.476228000,3113
1720211101.476257000,3115
1720211101.476297000,3119
1720211101.476328000,3121
1720211101.491192000,3124
1720211101.491226000,3125
1720211101.491269000,3127
1720211101.491298000,3130
1720211101.491334000,3134
1720211101.491368000,3137
1720211101.513249000,3139
1720211101.513292000,3140
1720211101.513323000,3142
1720211101.513362000,3145
1720211101.513394000,3148
1720211101.529230000,3149
1720211101.529264000,3150
1720211101.529284000,3152
1720211101.529309000,3154
1720211101.529334000,3156
1720211101.529360000,3159
1720211101.544640000,3162
1720211101.544685000,3163
1720211101.544706000,3165
1720211101.544731000,3167
1720211101.544756000,3169
1720211101.544776000,3171
1720211101.544799000,3172
1720211101.563887000,3174
1720211101.563921000,3175
1720211101.563949000,3177
1720211101.563981000,3181
1720211101.564016000,3184
1720211101.584731000,3185
1720211101.584763000,3186
1720211101.584791000,3188
1720211101.584828000,3192
1720211101.607343000,3194
1720211101.607377000,3195
1720211101.607412000,3197
1720211101.607451000,3200
1720211101.629757000,3201
1720211101.629807000,3202
1720211101.629831000,3204
1720211101.629860000,3205
1720211101.629894000,3207
1720211101.650824000,3208
